ensembl_gene_id,symbol,logFC,t,P.Value,p.adj
ENSG00000134056,MRPS36,-0.338273916,-2.321394732,0.026182992,0.106505851181493
ENSG00000134057,CCNB1,0.557121815,0.525581264,0.602477978,0.786337088624809
ENSG00000134058,CDK7,0.41437615,0.759007413,0.452906078,0.679274460582681
ENSG00000134061,CD180,2.129536314,1.840404591,0.074160687,0.221166062429757
ENSG00000134070,IRAK2,2.180227508,4.730061275,3.58e-05,0.000639932809773124
ENSG00000134072,CAMK1,2.696334579,3.456389648,0.001448483,0.0119639825090616
ENSG00000134077,THUMPD3,-0.039946963,-0.068509772,0.945767933,0.976080697479722
ENSG00000134086,VHL,0.533697115,1.773196831,0.084858233,0.242105975348886
ENSG00000134107,BHLHE40,2.264936091,4.647119241,4.59e-05,0.000778362168874172
ENSG00000134108,ARL8B,0.290845485,0.956269444,0.345464532,0.586725102581648
ENSG00000134109,EDEM1,-0.824761348,-2.825987551,0.007721387,0.0429700115987503
ENSG00000134121,CHL1,0.05215604,0.067170884,0.946826137,0.976401283218313
ENSG00000134146,DPH6,0.63920652,0.823675024,0.415675841,0.649067734041085
ENSG00000134152,KATNBL1,-0.029243735,-0.152207396,0.879893321,0.943620168138153
ENSG00000134153,EMC7,0.161829368,0.948651193,0.349272415,0.590285077244039
ENSG00000134184,GSTM1,0.497420184,0.210994602,0.834109473,0.921198478605316
ENSG00000134186,PRPF38B,-0.050011612,-0.361103678,0.720182444,0.858527546865689
ENSG00000134193,REG4,-1.18077116,-1.073522134,0.290348695,0.531385063617886
ENSG00000134198,TSPAN2,1.49402469,2.726004685,0.009927315,0.052090432319416
ENSG00000134200,TSHB,1.371097833,1.535660624,0.133571355,0.32655558028106
ENSG00000134202,GSTM3,-4.354513429,-3.355491679,0.001910939,0.0148391150170584
ENSG00000134215,VAV3,4.026224361,4.548367454,6.17e-05,0.000982070318570319
ENSG00000134222,PSRC1,1.952752353,1.534467293,0.133863942,0.326919748673104
ENSG00000134242,PTPN22,1.423114963,5.278716228,6.81e-06,0.000165092130177515
ENSG00000134243,SORT1,6.348801424,5.796903434,1.41e-06,4.62882211538462e-05
ENSG00000134245,WNT2B,-1.917603327,-1.706022076,0.09682291,0.265233660250067
ENSG00000134247,PTGFRN,-0.004240329,-0.002883255,0.997715793,0.999081391191524
ENSG00000134248,LAMTOR5,0.01205741,0.076639595,0.939344656,0.972824837116279
ENSG00000134250,NOTCH2,0.756781016,2.331525107,0.025580115,0.104966874418535
ENSG00000134253,TRIM45,-1.623851973,-1.648930829,0.108068692,0.284429011641187
ENSG00000134255,CEPT1,0.001367892,0.005226078,0.995859748,0.998101029295954
ENSG00000134256,CD101,-1.006416379,-0.561017927,0.578343052,0.771463008414404
ENSG00000134262,AP4B1,0.268524651,1.459461233,0.153314461,0.357847995503019
ENSG00000134265,NAPG,0.299373683,1.36967433,0.179472103,0.394515079939371
ENSG00000134278,SPIRE1,2.9542576,2.507123057,0.016941091,0.0779510892037286
ENSG00000134283,PPHLN1,-0.448461433,-3.805200868,0.00054356,0.00561797507568113
ENSG00000134285,FKBP11,-0.606512621,-1.383023942,0.175376874,0.389057900277718
ENSG00000134287,ARF3,0.303663653,0.715477978,0.479037811,0.700534662930825
ENSG00000134291,TMEM106C,-0.875974289,-2.541207071,0.015611259,0.0731298057660645
ENSG00000134294,SLC38A2,0.924771158,4.16282487,0.000193146,0.00246670561720698
ENSG00000134297,PLEKHA8P1,-0.453034379,-0.451470541,0.654422652,0.81805714875
ENSG00000134308,YWHAQ,0.740897161,3.803726529,0.000545853,0.00563598725050403
ENSG00000134313,KIDINS220,0.752476627,2.953222425,0.005574118,0.0336434317118444
ENSG00000134317,GRHL1,2.712866782,1.913163326,0.063897189,0.199593460912626
ENSG00000134318,ROCK2,0.603339558,1.98173487,0.055368509,0.180724013203474
ENSG00000134321,RSAD2,0.466248687,0.489876501,0.627263728,0.799844224592593
ENSG00000134323,MYCN,0.931866252,0.841053259,0.406001149,0.640700526713273
ENSG00000134324,LPIN1,0.226341628,1.41357606,0.166278397,0.376658530798872
ENSG00000134326,CMPK2,1.264089899,1.512270496,0.139401075,0.336193904094066
ENSG00000134330,IAH1,-0.0084244,-0.05795256,0.954114487,0.980056789046282
ENSG00000134333,LDHA,-0.01324349,-0.078843616,0.937603977,0.971732225357432
ENSG00000134352,IL6ST,-3.002584959,-6.909388643,4.88e-08,3.40023129251701e-06
ENSG00000134363,FST,-2.449712749,-2.386032877,0.02254619,0.09584952325
ENSG00000134369,NAV1,-2.194945158,-2.231645501,0.032108847,0.123266441303411
ENSG00000134371,CDC73,-0.078833592,-0.363750541,0.718222225,0.857538163963688
ENSG00000134375,TIMM17A,0.192322709,1.200538295,0.23795546,0.471971107484508
ENSG00000134376,CRB1,0.910008732,0.786796699,0.436671617,0.665864081751154
ENSG00000134389,CFHR5,-0.188443315,-0.279889734,0.781201981,0.89300488314324
ENSG00000134419,RPS15A,-1.235500668,-5.05804958,1.33e-05,0.00028439509394572
ENSG00000134440,NARS,0.26392481,1.552576514,0.129479108,0.320582223365966
ENSG00000134444,KIAA1468,0.469074714,1.305647597,0.200150232,0.423561725466942
ENSG00000134452,FBXO18,0.007216456,0.02471656,0.980420777,0.990742775531742
ENSG00000134453,RBM17,-0.17991064,-1.316166181,0.196633656,0.418410765883453
ENSG00000134460,IL2RA,-4.610611332,-5.786647996,1.45e-06,4.72981687898089e-05
ENSG00000134461,ANKRD16,0.074089006,0.151455487,0.880481991,0.94393309533363
ENSG00000134463,ECHDC3,2.340743697,1.72609932,0.093107497,0.258372673536304
ENSG00000134470,IL15RA,-0.70013341,-2.255149236,0.030450882,0.118474227270224
ENSG00000134480,CCNH,-0.180280952,-0.877837505,0.385990472,0.624024529943967
ENSG00000134489,HRH4,-3.495294755,-2.592603235,0.013786255,0.0664966879385449
ENSG00000134490,TMEM241,3.276585008,3.484069101,0.001341738,0.0112969596917386
ENSG00000134504,KCTD1,1.840044127,1.857709849,0.07159988,0.215853354201619
ENSG00000134508,CABLES1,6.62395367,3.972935811,0.00033567,0.00381375482529118
ENSG00000134516,DOCK2,0.296331709,1.292110407,0.204746217,0.429870296904274
ENSG00000134531,EMP1,-1.077780694,-0.872559762,0.388822377,0.62603367074157
ENSG00000134539,KLRD1,10.84615997,7.079753394,2.94e-08,2.34342023346304e-06
ENSG00000134545,KLRC1,13.40372541,9.579242043,2.46e-11,1.79420344827586e-08
ENSG00000134548,SPX,-3.42446416,-2.778678585,0.008700996,0.047128477805394
ENSG00000134571,MYBPC3,0.792923535,0.838995998,0.407139083,0.641705325479341
ENSG00000134574,DDB2,-0.222348677,-1.301349015,0.201601047,0.425706880185529
ENSG00000134575,ACP2,1.085869263,1.347366128,0.186480495,0.404152871357914
ENSG00000134590,FAM127A,1.548729626,1.945566384,0.059735192,0.19048496390411
ENSG00000134594,RAB33A,0.696596963,1.799949473,0.080453162,0.234073205173246
ENSG00000134597,RBMX2,0.085200895,0.150980415,0.88085396,0.943986051300026
ENSG00000134602,STK26,1.598586648,7.801728343,3.52e-09,5.07111188811189e-07
ENSG00000134612,FOLH1B,-0.09995402,-0.140742344,0.888876636,0.948621919815587
ENSG00000134627,PIWIL4,0.35072629,0.349906258,0.728496159,0.86271498538068
ENSG00000134644,PUM1,0.012736948,0.103671425,0.918019123,0.962860157424351
ENSG00000134668,SPOCD1,0.13307153,0.150393065,0.881313879,0.944380122996025
ENSG00000134684,YARS,0.597294093,2.511840417,0.016751052,0.0771633236384079
ENSG00000134686,PHC2,0.161626827,1.246937194,0.2206623,0.450488643957648
ENSG00000134690,CDCA8,2.029335711,1.53436466,0.13388913,0.326942284902849
ENSG00000134697,GNL2,0.690197773,3.435504819,0.001534378,0.0124977070894632
ENSG00000134698,AGO4,0.731834907,2.209103947,0.033774259,0.127933745490939
ENSG00000134709,HOOK1,-1.795582008,-2.678619568,0.011165826,0.0569977437353601
ENSG00000134716,CYP2J2,0.315573506,0.277771492,0.782814427,0.894015361381223
ENSG00000134717,BTF3L4,-0.085260294,-0.415862263,0.680037843,0.833116588425522
ENSG00000134744,ZCCHC11,-0.301693977,-1.527987498,0.135461725,0.329603686497803
ENSG00000134748,PRPF38A,0.776587289,4.658670627,4.44e-05,0.000759210350584307
ENSG00000134755,DSC2,-0.179265305,-0.18693848,0.85278326,0.930814150466485
ENSG00000134758,RNF138,-0.29485996,-0.959450613,0.343882666,0.585523764692046
ENSG00000134759,ELP2,-0.746357748,-2.962387418,0.005443428,0.0330591825022235
ENSG00000134765,DSC1,-3.272625808,-1.978202641,0.055782384,0.181506584398825
ENSG00000134775,FHOD3,0.79145853,0.653557209,0.51764821,0.729338944351788
ENSG00000134779,TPGS2,0.172334513,0.778287759,0.441605043,0.669370694402516
ENSG00000134780,DAGLA,-3.656955647,-3.239202961,0.002619306,0.0189131065949947
ENSG00000134802,SLC43A3,-0.281339399,-0.284145554,0.777965343,0.89171367733986
ENSG00000134809,TIMM10,-0.773294904,-2.975093816,0.005267004,0.0321689257423971
ENSG00000134815,DHX34,0.228292091,0.95894638,0.344133078,0.585901438067653
ENSG00000134824,FADS2,3.957314289,2.81131179,0.008013668,0.0442718416882416
ENSG00000134825,TMEM258,-0.717793475,-3.199184405,0.002916459,0.0205870649948312
ENSG00000134827,TCN1,0.324446829,0.315264545,0.754424162,0.877441603279964
ENSG00000134830,C5AR2,-0.308359768,-0.241106534,0.810872884,0.910001727740769
ENSG00000134851,TMEM165,0.769855573,3.057759885,0.004244331,0.0274015507516546
ENSG00000134852,CLOCK,-0.010506262,-0.033879184,0.973165074,0.988182655330624
ENSG00000134864,GGACT,0.313197166,0.801316142,0.428330223,0.659031441952456
ENSG00000134882,UBAC2,-0.296483398,-1.428186202,0.162060336,0.37076229271636
ENSG00000134884,ARGLU1,0.038700681,0.390736831,0.698349054,0.845289551594777
ENSG00000134897,BIVM,1.563307997,2.042909804,0.048612851,0.165479674943503
ENSG00000134899,ERCC5,-0.37499803,-2.35764958,0.024082779,0.100475708312627
ENSG00000134900,TPP2,0.011775035,0.061984342,0.95092628,0.9787330978144
ENSG00000134901,KDELC1,5.019069111,4.446409192,8.36e-05,0.00125094667640614
ENSG00000134905,CARS2,0.033310309,0.141518517,0.88826799,0.948606494377542
ENSG00000134909,ARHGAP32,0.544675035,0.502662028,0.618335599,0.794325963093491
ENSG00000134910,STT3A,0.544810645,2.047191568,0.048168233,0.164436522252125
ENSG00000134917,ADAMTS8,1.677015281,1.688996937,0.100069666,0.270867746830074
ENSG00000134954,ETS1,-0.203641713,-1.069520762,0.292121862,0.53324864935573
ENSG00000134955,SLC37A2,3.559519892,2.553115948,0.015169668,0.0715191367042578
ENSG00000134962,KLB,3.113903539,2.830146094,0.007640395,0.0426118953375987
ENSG00000134970,TMED7,0.181744852,0.931141257,0.35812949,0.599712466496362
ENSG00000134982,APC,0.672265827,2.399313612,0.02185819,0.0936746908263598
ENSG00000134986,NREP,6.102439039,5.375133715,5.08e-06,0.000130405764411028
ENSG00000134987,WDR36,0.03807295,0.125949844,0.900488998,0.954361372129074
ENSG00000134996,OSTF1,0.976601101,3.993661648,0.000316129,0.00365663611801242
ENSG00000135002,RFK,0.576621574,2.326289409,0.025890119,0.105774993949153
ENSG00000135018,UBQLN1,-0.473993935,-4.044261104,0.000272967,0.00322848094399538
ENSG00000135040,NAA35,0.286913598,1.593922368,0.119903482,0.304704481921598
ENSG00000135045,C9orf40,-0.750363634,-1.986107985,0.054859806,0.179664768330935
ENSG00000135046,ANXA1,-0.146984447,-0.698680531,0.489347072,0.709030610405998
ENSG00000135047,CTSL,-5.946352745,-3.834961414,0.000499237,0.00524454868974359
ENSG00000135048,TMEM2,0.401629006,0.958058498,0.344574314,0.586241440341937
ENSG00000135049,AGTPBP1,0.791500872,2.874498603,0.006824614,0.0391164571320649
ENSG00000135052,GOLM1,4.293536378,5.044172509,1.39e-05,0.00029354793814433
ENSG00000135063,FAM189A2,1.643380816,1.109462584,0.274760584,0.514115929440994
ENSG00000135069,PSAT1,-2.006112837,-1.336355379,0.190016525,0.409132700717364
ENSG00000135070,ISCA1,-0.374532377,-2.577953712,0.014285348,0.068394129783828
ENSG00000135074,ADAM19,-8.939500342,-11.0038902,6.16e-13,1.40208444444444e-09
ENSG00000135077,HAVCR2,6.519417771,6.841588539,5.98e-08,3.8765917721519e-06
ENSG00000135083,CCNJL,11.45226512,10.20705082,4.69e-12,5.05656052631579e-09
ENSG00000135090,TAOK3,0.869370967,3.214706338,0.002797581,0.0199127296733843
ENSG00000135093,USP30,0.834369854,3.082311915,0.003978753,0.0261568534034018
ENSG00000135108,FBXO21,-0.314073252,-1.460256688,0.153096995,0.357645334995438
ENSG00000135114,OASL,-0.05565513,-0.047784605,0.962158272,0.983621728811259
ENSG00000135119,RNFT2,-0.87297361,-0.737927151,0.465454981,0.689702982405063
ENSG00000135124,P2RX4,-0.377943687,-1.363382507,0.181427765,0.397364243133219
ENSG00000135127,CCDC64,-1.757430729,-3.472638001,0.001384872,0.0115848070191915
ENSG00000135144,DTX1,-0.447793485,-0.496532612,0.622608548,0.796822200915621
ENSG00000135148,TRAFD1,0.544915758,2.6335767,0.012474367,0.061738924376661
ENSG00000135164,DMTF1,0.447725655,2.539056893,0.015692236,0.073425183750571
ENSG00000135185,TMEM243,-0.663927875,-2.727974074,0.009878713,0.0519018814580662
ENSG00000135205,CCDC146,0.169736031,0.392112187,0.697341829,0.844719257705931
ENSG00000135211,TMEM60,-0.523142851,-1.054499724,0.298845911,0.540137478528582
ENSG00000135218,CD36,2.078728514,1.380257158,0.176219607,0.390381599372229
ENSG00000135241,PNPLA8,0.434967658,2.351545897,0.024425342,0.101532697010958
ENSG00000135245,HILPDA,2.626908441,3.159447435,0.00324308,0.0223986830074174
ENSG00000135249,RINT1,-0.184263674,-0.687550915,0.496245848,0.713882517310582
ENSG00000135250,SRPK2,0.468547543,2.892217563,0.006522116,0.0378057572891907
ENSG00000135253,KCP,-0.968275323,-0.991889227,0.328028107,0.569993703613114
ENSG00000135269,TES,0.86316068,5.840976172,1.23e-06,4.18547342192691e-05
ENSG00000135272,MDFIC,-1.445304654,-5.079119765,1.25e-05,0.000270393347412883
ENSG00000135297,MTO1,-0.618819041,-3.737540351,0.000659011,0.00652630912034799
ENSG00000135298,ADGRB3,-0.577309337,-0.691720957,0.493654693,0.712175958853521
ENSG00000135299,ANKRD6,1.322473742,1.455411823,0.154425313,0.359355053595933
ENSG00000135312,HTR1B,1.082531039,1.421114089,0.164091476,0.373499452385291
ENSG00000135314,KHDC1,0.998881408,1.253916199,0.218144579,0.447396968169352
ENSG00000135315,CEP162,1.186522055,1.621878845,0.11376261,0.293874787622951
ENSG00000135316,SYNCRIP,0.011825961,0.070910325,0.943870882,0.975204580844928
ENSG00000135317,SNX14,0.830614976,4.379112775,0.000102126,0.00147016943780745
ENSG00000135318,NT5E,-5.166546106,-3.674628723,0.000787453,0.00747496510889713
ENSG00000135334,AKIRIN2,-0.216861245,-1.641736747,0.10955946,0.287108294499168
ENSG00000135336,ORC3,0.227362682,0.257602621,0.798215158,0.902297622317073
ENSG00000135338,LCA5,1.22517433,1.178221081,0.246620467,0.482155016844341
ENSG00000135341,MAP3K7,0.758727373,1.16583513,0.251527927,0.487746079571658
ENSG00000135346,CGA,-1.534095372,-1.561876008,0.127273014,0.316739555249636
ENSG00000135362,PRR5L,2.507715499,4.677260547,4.2e-05,0.000726663851351351
ENSG00000135363,LMO2,4.165430855,3.399106635,0.001695892,0.0135018840342013
ENSG00000135365,PHF21A,0.545660247,2.538455445,0.015714955,0.0734811351689112
ENSG00000135372,NAT10,-0.472280119,-2.061255497,0.046732816,0.161029728470984
ENSG00000135374,ELF5,0.498868642,0.566899902,0.574383306,0.768985165898307
ENSG00000135378,PRRG4,1.327380503,1.187679496,0.24292032,0.477381308058327
ENSG00000135387,CAPRIN1,0.095570626,0.491582648,0.626068989,0.798907253367697
ENSG00000135390,ATP5G2,-0.473797241,-3.144672711,0.00337316,0.0230469091547182
ENSG00000135392,DNAJC14,1.145703616,1.472543213,0.14976903,0.352294773960964
ENSG00000135404,CD63,2.302678081,6.963806418,4.15e-08,3.03616964285714e-06
ENSG00000135407,AVIL,-0.707157797,-0.844388654,0.404160455,0.638485568471119
ENSG00000135409,AMHR2,-0.467122708,-0.566551385,0.574617554,0.769003500777422
ENSG00000135414,GDF11,-0.224880992,-0.569741998,0.572474814,0.767634127432742
ENSG00000135423,GLS2,-1.910339137,-1.912951359,0.063925218,0.199650570320171
ENSG00000135424,ITGA7,0.743013548,0.65418084,0.517251131,0.729248021526048
ENSG00000135426,TESPA1,-1.827934163,-3.999478001,0.000310847,0.00360776249008499
ENSG00000135436,FAM186B,0.885097066,0.858814569,0.396259423,0.632884319363402
ENSG00000135437,RDH5,-0.492458298,-0.505472877,0.616380577,0.793442293357735
ENSG00000135439,AGAP2,0.158168095,0.487604009,0.628856638,0.801027747135307
ENSG00000135441,BLOC1S1,0.079980131,0.320196246,0.750714481,0.875809576345595
ENSG00000135446,CDK4,0.901651064,1.123492022,0.268840356,0.507108166911602
ENSG00000135447,PPP1R1A,-0.10848368,-0.127448317,0.899311615,0.953737752809847
ENSG00000135451,TROAP,0.313480742,0.245854579,0.807224174,0.90782252014219
ENSG00000135452,TSPAN31,1.141551469,2.030100663,0.049964473,0.168397865976473
ENSG00000135454,B4GALNT1,2.071110761,1.824048668,0.076652371,0.226322257125252
ENSG00000135457,TFCP2,0.847351107,1.529926028,0.134982121,0.328801358994055
ENSG00000135469,COQ10A,0.147500484,0.58792277,0.560341148,0.759566070458846
ENSG00000135472,FAIM2,0.3788819,0.392654439,0.69694487,0.844665879652552
ENSG00000135473,PAN2,-0.063780054,-0.267289858,0.790807443,0.898884167675896
ENSG00000135476,ESPL1,2.660286029,2.319070304,0.026323116,0.106899565552032
ENSG00000135480,KRT7,-0.798622539,-0.87396776,0.388065593,0.625405056455432
ENSG00000135482,ZC3H10,1.157252275,2.251139394,0.030728198,0.119307645191433
ENSG00000135486,HNRNPA1,-0.477499826,-3.357453188,0.00190073,0.0147710371965099
ENSG00000135503,ACVR1B,0.316839305,0.271015912,0.787963373,0.896834571278682
ENSG00000135506,OS9,0.393310755,1.975689023,0.056078542,0.182036587014417
ENSG00000135517,MIP,0.636035503,0.610375059,0.545538272,0.749922929936921
ENSG00000135519,KCNH3,-0.44858528,-0.397324822,0.693529482,0.842842396699691
ENSG00000135521,LTV1,0.144761172,0.516846924,0.60849867,0.789379726106643
ENSG00000135525,MAP7,0.195933355,0.146537075,0.884334301,0.946343761136708
ENSG00000135535,CD164,1.259394297,6.046831206,6.58e-07,2.46793692870201e-05
ENSG00000135537,LACE1,-0.249508851,-0.408278203,0.685544963,0.837075863878822
ENSG00000135540,NHSL1,0.927678825,0.7947938,0.432065276,0.662142378907758
ENSG00000135541,AHI1,1.361258774,2.187226858,0.035463801,0.132641220282089
ENSG00000135547,HEY2,3.022236592,2.384452764,0.02262934,0.0961148724652706
ENSG00000135549,PKIB,0.476643793,0.31554776,0.754210963,0.877425058223938
ENSG00000135587,SMPD2,0.650825735,2.038500818,0.04907443,0.166548989156726
ENSG00000135596,MICAL1,-0.660603789,-3.173221138,0.003126116,0.0217153225703628
ENSG00000135597,REPS1,-0.153849434,-1.023212952,0.313195055,0.555101037668282
ENSG00000135604,STX11,0.487694292,1.314416367,0.19721536,0.419213100508457
ENSG00000135605,TEC,3.355881574,3.2378404,0.002628931,0.0189692326646707
ENSG00000135617,PRADC1,0.321684443,1.075008637,0.289691895,0.530752031935873
ENSG00000135622,SEMA4F,0.219151593,0.37840972,0.707401219,0.850966819614481
ENSG00000135624,CCT7,-0.159121457,-0.72835649,0.471218228,0.694226350781374
ENSG00000135625,EGR4,-1.348060521,-0.844413484,0.404146772,0.638485568471119
ENSG00000135631,RAB11FIP5,-2.243911442,-2.786878577,0.008523296,0.0462883665323436
ENSG00000135632,SMYD5,-0.940659527,-3.813042897,0.000531523,0.00552582615169965
ENSG00000135636,DYSF,8.263386055,6.376751589,2.42e-07,1.126675e-05
ENSG00000135637,CCDC142,1.0223075,1.457882497,0.153746791,0.358346002234043
ENSG00000135643,KCNMB4,-0.146479804,-0.178986654,0.85897548,0.933503689290601
ENSG00000135655,USP15,-0.272669982,-1.611937489,0.115916055,0.297822699946695
ENSG00000135677,GNS,1.082377732,3.724821146,0.000683222,0.00670897982510781
ENSG00000135678,CPM,-3.222612265,-2.304815767,0.027197305,0.1093711803936
ENSG00000135679,MDM2,0.2581359,0.550030585,0.585775396,0.776171344570504
ENSG00000135686,KLHL36,-0.426617186,-1.960278252,0.057924272,0.186393137279296
ENSG00000135698,MPHOSPH6,-0.73973836,-2.806482492,0.008112086,0.0446349937442922
ENSG00000135709,KIAA0513,0.982260503,1.156723698,0.255183081,0.492159661752024
ENSG00000135720,DYNC1LI2,0.51598915,2.520325034,0.016414152,0.0760560741280253
ENSG00000135722,FBXL8,-2.263488353,-4.33482995,0.000116428,0.00163246240930869
ENSG00000135723,FHOD1,0.115028745,0.421885471,0.675676759,0.831305610096997
ENSG00000135736,CCDC102A,2.36421596,3.983013702,0.000326025,0.00373394946338737
ENSG00000135740,SLC9A5,-1.495125821,-1.418091538,0.164965644,0.374693776540636
ENSG00000135749,PCNXL2,-1.905423679,-5.535996852,3.11e-06,8.82387119113573e-05
ENSG00000135750,KCNK1,-2.592498174,-2.222991153,0.032739368,0.125030938381805
ENSG00000135763,URB2,0.291935528,0.354464367,0.725107824,0.861041897550287
ENSG00000135766,EGLN1,0.093918016,0.577285312,0.567424702,0.763671656232346
ENSG00000135775,COG2,-0.253150374,-1.225966872,0.22835817,0.45974615355774
ENSG00000135776,ABCB10,0.366846934,1.667386975,0.104320653,0.278147673656775
ENSG00000135778,NTPCR,0.091178373,0.303870156,0.76301765,0.882457320670976
ENSG00000135801,TAF5L,0.48965246,1.687639412,0.100332404,0.271184759986806
ENSG00000135821,GLUL,-0.42849869,-0.848087119,0.402125496,0.637235304831748
ENSG00000135823,STX6,0.782275755,0.946266148,0.350470242,0.591748691157617
ENSG00000135828,RNASEL,-1.159256132,-2.200319915,0.034443824,0.129797964429728
ENSG00000135829,DHX9,0.10929761,0.602556154,0.550670272,0.753287513984641
ENSG00000135837,CEP350,0.277484259,1.444160166,0.157545414,0.363600473838441
ENSG00000135838,NPL,-1.274537054,-1.049683862,0.301024338,0.542537705783037
ENSG00000135842,FAM129A,-0.07856477,-0.217425739,0.829133257,0.919323764537263
ENSG00000135845,PIGC,0.635636318,0.646958712,0.521859663,0.732111710488632
ENSG00000135862,LAMC1,0.185302775,0.206855277,0.83731604,0.922506079427773
ENSG00000135870,RC3H1,0.379518054,1.428399724,0.161999321,0.370743549885513
ENSG00000135898,GPR55,-4.074189648,-2.999732463,0.004940144,0.0306663181333333
ENSG00000135899,SP110,-0.049450068,-0.162449912,0.871881489,0.939899964810576
ENSG00000135900,MRPL44,0.3017927,1.875531247,0.069042058,0.210716114143325
ENSG00000135905,DOCK10,0.089879366,0.355144043,0.724603056,0.860691963479068
ENSG00000135912,TTLL4,0.799732039,1.383683553,0.175176427,0.388752885828729
ENSG00000135913,USP37,0.098486538,0.264208446,0.793161661,0.899682757602425
ENSG00000135914,HTR2B,3.067558264,2.922365971,0.006036142,0.0358199214571263
ENSG00000135916,ITM2C,-3.584665225,-3.425658583,0.00157655,0.0127499513422819
ENSG00000135919,SERPINE2,7.468608211,5.900961269,1.03e-06,3.59447189097104e-05
ENSG00000135924,DNAJB2,-0.534848541,-1.479120119,0.148011384,0.350157431717288
ENSG00000135925,WNT10A,-3.408539965,-3.369672661,0.001838303,0.0143896205406955
ENSG00000135926,TMBIM1,0.173600176,0.37765104,0.707959769,0.851323634056925
ENSG00000135929,CYP27A1,-0.854579257,-0.650548462,0.519566248,0.730503406477694
ENSG00000135930,EIF4E2,0.16018541,0.897420234,0.375598097,0.615594077788623
ENSG00000135931,ARMC9,4.722568022,3.580670485,0.001025381,0.0091325781673913
ENSG00000135932,CAB39,0.123824297,0.52322893,0.604096718,0.787258812152809
ENSG00000135940,COX5B,-0.384121786,-2.067376421,0.046119906,0.159561944673197
ENSG00000135945,REV1,-0.220664774,-1.18667624,0.243310855,0.477919538275482
ENSG00000135951,TSGA10,-0.481438228,-1.134624857,0.264207884,0.501324426059652
ENSG00000135953,MFSD9,1.678665622,2.142749323,0.039132221,0.142337971090199
ENSG00000135956,TMEM127,0.622590632,2.624984168,0.012739539,0.062612633496881
ENSG00000135960,EDAR,-6.445527852,-4.050086963,0.000268383,0.00319084489553105
ENSG00000135966,TGFBRAP1,0.349916587,1.544174155,0.131498917,0.323186000569286
ENSG00000135968,GCC2,-0.552991332,-3.135743668,0.003454159,0.023461023579244
ENSG00000135972,MRPS9,0.046233959,0.195265549,0.846308966,0.927440173782164
ENSG00000135974,C2orf49,0.321062822,1.558553431,0.128057692,0.317855545937235
ENSG00000135976,ANKRD36,-0.476969512,-2.037372506,0.049193169,0.166873632242093
ENSG00000135999,EPC2,-0.261771355,-1.035794087,0.307368986,0.548710560192593
ENSG00000136002,ARHGEF4,-6.14754993,-4.636249039,4.75e-05,0.0008001953125
ENSG00000136003,ISCU,-0.892963606,-5.006250133,1.56e-05,0.000322793939393939
ENSG00000136010,ALDH1L2,-0.151752851,-0.173819738,0.863003926,0.935269030503015
ENSG00000136014,USP44,-2.509568568,-1.89899195,0.06579454,0.203564590228062
ENSG00000136021,SCYL2,0.825400582,3.062147686,0.00419567,0.0271558609636651
ENSG00000136026,CKAP4,-2.280184339,-3.086270799,0.003937431,0.0259434783000965
ENSG00000136040,PLXNC1,1.071802406,1.1532615,0.256582033,0.493389932038393
ENSG00000136044,APPL2,0.774974724,1.11241041,0.273508996,0.512798076428702
ENSG00000136045,PWP1,-0.00786772,-0.047958686,0.962020522,0.98352998917852
ENSG00000136048,DRAM1,1.645957879,4.543295943,6.27e-05,0.000994125
ENSG00000136051,KIAA1033,0.164732516,0.608797941,0.54657143,0.750514147605067
ENSG00000136052,SLC41A2,0.297849963,0.219941129,0.827188857,0.91824749538201
ENSG00000136059,VILL,-0.174977641,-0.906337597,0.37092601,0.611247632117287
ENSG00000136068,FLNB,0.658411724,1.052043743,0.299955484,0.541408367957008
ENSG00000136098,NEK3,0.07209384,0.086559103,0.931512987,0.969075242472198
ENSG00000136100,VPS36,0.409506332,1.957501711,0.058262356,0.187080553247649
ENSG00000136104,RNASEH2B,-0.636263101,-4.08144023,0.000244977,0.00297926059347181
ENSG00000136108,CKAP2,-1.23212743,-5.027159755,1.46e-05,0.000304563136456212
ENSG00000136111,TBC1D4,-6.498939862,-5.676240735,2.03e-06,6.30068939393939e-05
ENSG00000136114,THSD1,0.936216572,0.780125136,0.440536934,0.668452179134637
ENSG00000136122,BORA,0.423880393,0.554397425,0.582815929,0.774149322924149
ENSG00000136141,LRCH1,0.682503981,2.626242706,0.012700377,0.0625257043282865
ENSG00000136143,SUCLA2,0.799511125,1.536200345,0.133439194,0.326388285264478
ENSG00000136144,RCBTB1,0.748739829,0.873598535,0.388263957,0.625577092901133
ENSG00000136146,MED4,0.11540823,0.895866703,0.376415903,0.615983365789663
ENSG00000136147,PHF11,-0.389147121,-2.512609924,0.016720238,0.0771080764137776
ENSG00000136149,RPL13AP25,-1.263704722,-3.601918737,0.000966152,0.00877677326829268
ENSG00000136152,COG3,0.175041178,0.994643077,0.326705282,0.568730674409141
ENSG00000136153,LMO7,-1.843191427,-1.925851008,0.062238657,0.196057033468399
ENSG00000136156,ITM2B,-0.577538595,-3.782053773,0.000580654,0.0059001474156746
ENSG00000136158,SPRY2,12.46024164,8.892035913,1.6e-10,5.26757142857143e-08
ENSG00000136159,NUDT15,-0.394171597,-1.256536505,0.217204866,0.44579117122633
