ensembl_gene_id,symbol,logFC,t,P.Value,p.adj
ENSG00000000003,TSPAN6,-5.643604444,-4.672128465,4.26e-05,0.000735801854974705
ENSG00000000419,DPM1,-0.181898089,-1.101830793,0.278019824,0.517607570175407
ENSG00000000457,SCYL3,0.496987374,1.491035084,0.144869071,0.344988913535565
ENSG00000000460,C1orf112,1.121799095,1.445899453,0.157059877,0.363093508672272
ENSG00000000938,FGR,10.67068734,7.212341651,1.98e-08,1.71865677966102e-06
ENSG00000000971,CFH,-3.412927673,-2.788886552,0.0084803,0.0461008266967365
ENSG00000001036,FUCA2,1.904662822,2.28224518,0.028635011,0.113175419705769
ENSG00000001084,GCLC,0.546058029,2.64921982,0.012004653,0.060184854798091
ENSG00000001167,NFYA,0.210562275,0.829701289,0.412304959,0.646486701405664
ENSG00000001460,STPG1,-1.794140966,-3.623953636,0.000908224,0.00838439325822442
ENSG00000001461,NIPAL3,-0.896970108,-4.624077835,4.92e-05,0.000821403422982885
ENSG00000001497,LAS1L,-0.101575808,-0.521024409,0.605615587,0.788182815971984
ENSG00000001561,ENPP4,1.745254585,4.046848846,0.000270921,0.00321169947048611
ENSG00000001626,CFTR,-0.123686307,-0.158618653,0.874876793,0.94127369246875
ENSG00000001629,ANKIB1,0.644793731,2.48031157,0.018059168,0.081682944685361
ENSG00000001630,CYP51A1,1.226094133,2.60065179,0.013518932,0.0654848243130764
ENSG00000001631,KRIT1,0.220166656,0.696433245,0.490735715,0.710067905024364
ENSG00000002016,RAD52,0.642748229,0.754229829,0.455732551,0.681635609465172
ENSG00000002330,BAD,-0.146980253,-0.597617783,0.553924335,0.755197497431452
ENSG00000002549,LAP3,0.256561955,1.288324747,0.206045697,0.431535231882732
ENSG00000002586,CD99,-0.297155559,-1.18441216,0.244193879,0.479086777482762
ENSG00000002587,HS3ST1,0.839680212,0.600879449,0.551774009,0.753891187511839
ENSG00000002726,AOC1,0.142306188,0.136472503,0.892226098,0.950460144038782
ENSG00000002746,HECW1,-1.532480959,-1.935908284,0.060950487,0.193426913430674
ENSG00000002822,MAD1L1,-0.789543144,-2.855558232,0.007162468,0.0404530347339399
ENSG00000002834,LASP1,1.952321782,4.544212398,6.25e-05,0.00099172153369481
ENSG00000002919,SNX11,1.686957161,3.010628288,0.004801783,0.029943538738204
ENSG00000002933,TMEM176A,0.409299748,0.268155174,0.790146693,0.898432227248279
ENSG00000003056,M6PR,0.041382577,0.202133908,0.840976933,0.924514997987818
ENSG00000003096,KLHL13,2.802919803,1.768952812,0.085575424,0.243541617204779
ENSG00000003147,ICA1,-0.389648851,-0.487076131,0.629226914,0.801324292476377
ENSG00000003249,DBNDD1,-6.775826625,-4.764750868,3.23e-05,0.000588147111111111
ENSG00000003393,ALS2,1.017706202,2.755104184,0.009231285,0.0492332021902655
ENSG00000003400,CASP10,1.629475193,4.271531362,0.000140345,0.00190825653846154
ENSG00000003402,CFLAR,0.73679508,5.330363008,5.82e-06,0.000145393536585366
ENSG00000003436,TFPI,0.781884837,0.602239599,0.550878566,0.753347078460563
ENSG00000003509,NDUFAF7,0.154793984,0.728791827,0.470955189,0.693953612808387
ENSG00000003756,RBM5,0.320995688,1.886372161,0.067524724,0.207258611198681
ENSG00000003987,MTMR7,1.437962492,1.574520566,0.124322419,0.31206282970408
ENSG00000004059,ARF5,-0.005467671,-0.045738837,0.963777176,0.984345231234171
ENSG00000004139,SARM1,0.109869997,0.279199508,0.781727287,0.893221969778838
ENSG00000004142,POLDIP2,-0.013302526,-0.08633578,0.931689232,0.969110080101554
ENSG00000004399,PLXND1,2.286961156,4.83976867,2.57e-05,0.00048477394106814
ENSG00000004455,AK2,0.436707581,2.864483767,0.007001351,0.0398046399528302
ENSG00000004468,CD38,6.670695634,4.931213125,1.95e-05,0.000385949275362319
ENSG00000004478,FKBP4,-0.262613025,-1.083007806,0.286175445,0.527043422711948
ENSG00000004487,KDM1A,0.012966602,0.081962571,0.935141238,0.97072055567469
ENSG00000004534,RBM6,0.352417561,2.036592912,0.049275356,0.167037178166474
ENSG00000004660,CAMKK1,-0.724124385,-0.827322227,0.413633699,0.647339534089451
ENSG00000004700,RECQL,0.485560045,1.693730077,0.099158075,0.269249111259112
ENSG00000004766,VPS50,0.457428258,0.932877972,0.357244474,0.598768863515791
ENSG00000004777,ARHGAP33,-0.20735986,-0.43438069,0.666665899,0.825627016454265
ENSG00000004779,NDUFAB1,-0.271746186,-1.45389107,0.154844137,0.359920815436855
ENSG00000004799,PDK4,6.264875711,4.660301625,4.42e-05,0.000758322445561139
ENSG00000004809,SLC22A16,0.150569319,0.226941449,0.821783452,0.91624467595461
ENSG00000004838,ZMYND10,4.30073053,4.685863551,4.09e-05,0.000712446003401361
ENSG00000004846,ABCB5,1.788032864,1.429041862,0.161815935,0.370575676743991
ENSG00000004864,SLC25A13,0.335154145,0.973549972,0.336929792,0.579564368533165
ENSG00000004866,ST7,1.186757895,1.628167641,0.112417409,0.291613349799291
ENSG00000004897,CDC27,-0.039812335,-0.206354122,0.837704456,0.922799299911809
ENSG00000004939,SLC4A1,-0.071531271,-0.091019145,0.927993891,0.96772321610339
ENSG00000004961,HCCS,0.288282122,0.354861093,0.724813176,0.860741907846956
ENSG00000004975,DVL2,0.047587841,0.346977114,0.730676509,0.864247836876552
ENSG00000005001,PRSS22,1.11333719,1.236546639,0.224450935,0.455407905824916
ENSG00000005007,UPF1,0.175470712,0.62770424,0.53425302,0.741365321207259
ENSG00000005020,SKAP2,2.723865952,6.860888541,5.64e-08,3.67947133757962e-06
ENSG00000005022,SLC25A5,-0.012434262,-0.089790174,0.928963439,0.968205667324227
ENSG00000005059,CCDC109B,-1.681290702,-4.232993485,0.000157204,0.00209793090553746
ENSG00000005073,HOXA11,1.172012101,1.597659805,0.119067158,0.303219250128046
ENSG00000005075,POLR2J,-0.340553665,-2.198304812,0.034599083,0.130235067924858
ENSG00000005100,DHX33,-0.610110062,-1.746271348,0.089495481,0.251261144972595
ENSG00000005102,MEOX1,-6.919511923,-5.49434774,3.54e-06,9.89316507503411e-05
ENSG00000005156,LIG3,0.553091958,3.096833563,0.003829159,0.0254263604910859
ENSG00000005175,RPAP3,0.372248651,2.096585488,0.04329135,0.15234629406819
ENSG00000005187,ACSM3,-0.915121478,-0.963739841,0.341757456,0.584041168445816
ENSG00000005189,AC004381.6,2.566037132,1.96810997,0.056979797,0.184076824088472
ENSG00000005194,CIAPIN1,0.363460359,1.997342464,0.053571548,0.176540188004665
ENSG00000005206,SPPL2B,-0.120160271,-0.494024273,0.624361008,0.797582642110252
ENSG00000005238,FAM214B,2.774973893,3.793966116,0.000561267,0.00575453177927928
ENSG00000005243,COPZ2,2.271871519,1.80578249,0.079518854,0.232360306060476
ENSG00000005249,PRKAR2B,1.847333226,1.673472541,0.103108662,0.276302676784827
ENSG00000005302,MSL3,-0.888184205,-4.201074426,0.000172658,0.00225855627713921
ENSG00000005339,CREBBP,0.149418309,0.728855254,0.470916872,0.693953612808387
ENSG00000005379,BZRAP1,3.742875232,8.6550308,3.09e-10,8.43982e-08
ENSG00000005381,MPO,1.563604677,1.473568329,0.149493985,0.352119613973209
ENSG00000005421,PON1,2.593610846,2.911605694,0.006205551,0.0365289402974138
ENSG00000005436,GCFC2,-0.904505478,-3.55653405,0.001096912,0.00962735317909169
ENSG00000005448,WDR54,-0.304794697,-1.719837443,0.094253278,0.260282879459423
ENSG00000005469,CROT,0.75020259,2.047473646,0.048139068,0.164406077610435
ENSG00000005483,KMT2E,0.224967269,1.502179694,0.14197839,0.340485520855771
ENSG00000005486,RHBDD2,-1.262072005,-3.89319821,0.000422438,0.00460551641298563
ENSG00000005513,SOX8,-6.83802065,-5.173226303,9.39e-06,0.000217104006772009
ENSG00000005700,IBTK,0.195675896,0.785918088,0.437179492,0.666241771583098
ENSG00000005801,ZNF195,0.01057775,0.049182079,0.961052485,0.983177699771343
ENSG00000005810,MYCBP2,-0.355038592,-1.615738028,0.115088888,0.296209677255025
ENSG00000005812,FBXL3,-0.238805677,-0.83519485,0.409246828,0.643344430326145
ENSG00000005844,ITGAL,1.054918966,4.565642846,5.86e-05,0.000945213385826772
ENSG00000005882,PDK2,-0.019521087,-0.094723865,0.925071878,0.966371937506373
ENSG00000005884,ITGA3,-2.967435995,-2.499657301,0.017245886,0.0788048125607852
ENSG00000005889,ZFX,0.181774008,0.82174139,0.416761037,0.650167530496154
ENSG00000005893,LAMP2,0.643819126,2.050892321,0.047786823,0.163506442150493
ENSG00000005961,ITGA2B,0.352665109,0.277325002,0.783154427,0.89415441071759
ENSG00000006007,GDE1,0.492217568,1.825423406,0.076440235,0.225993423199596
ENSG00000006015,C19orf60,-0.626722437,-3.303267966,0.002202841,0.0165740645631424
ENSG00000006016,CRLF1,0.854386912,1.255344168,0.217632093,0.446533796585036
ENSG00000006025,OSBPL7,0.725723891,1.346499967,0.186756806,0.404666085351174
ENSG00000006042,TMEM98,0.171566764,0.170207571,0.865822409,0.936496118442696
ENSG00000006062,MAP3K14,-0.045483613,-0.049640738,0.960689576,0.983150620190838
ENSG00000006071,ABCC8,-0.54706262,-0.67605148,0.503430344,0.719328884670433
ENSG00000006125,AP2B1,0.663369097,2.272839706,0.029254012,0.114890420977761
ENSG00000006194,ZNF263,0.584712611,1.099989515,0.278810256,0.51864031070326
ENSG00000006282,SPATA20,0.492655127,2.063807516,0.04647641,0.160362010923025
ENSG00000006327,TNFRSF12A,2.017735304,2.536547952,0.01578721,0.0736341067509107
ENSG00000006432,MAP3K9,-1.051613965,-0.827051223,0.413785226,0.647432635275338
ENSG00000006451,RALA,-0.344421708,-1.68320953,0.101193766,0.27290077626514
ENSG00000006453,BAIAP2L1,-1.274176363,-1.633643879,0.111256697,0.289702991997585
ENSG00000006459,KDM7A,0.009039696,0.02847178,0.977446851,0.98977542879572
ENSG00000006468,ETV1,-1.757006936,-1.547947,0.130588848,0.322108675650813
ENSG00000006530,AGK,2.119059566,5.539590996,3.08e-06,8.75087378640777e-05
ENSG00000006534,ALDH3B1,8.909921423,7.658802811,5.34e-09,6.62969090909091e-07
ENSG00000006555,TTC22,1.427323133,2.414635101,0.021088173,0.0914139052263113
ENSG00000006576,PHTF2,-0.998426209,-2.192752619,0.035030098,0.131312545921317
ENSG00000006607,FARP2,1.230698063,2.282765589,0.028601108,0.113128730909442
ENSG00000006625,GGCT,0.206423633,0.665196846,0.510264227,0.723770536720211
ENSG00000006634,DBF4,-0.225353896,-1.069589039,0.292091542,0.53324864935573
ENSG00000006638,TBXA2R,4.660371403,3.650744198,0.000842303,0.0078968315583524
ENSG00000006652,IFRD1,0.304594543,1.528386803,0.135362823,0.329402165497149
ENSG00000006659,LGALS14,-2.121507797,-2.605715149,0.013353214,0.0649123371594684
ENSG00000006695,COX10,-0.562099526,-1.896974455,0.066068555,0.204196584750302
ENSG00000006704,GTF2IRD1,-4.498046316,-3.534822931,0.001165346,0.0100598874041298
ENSG00000006712,PAF1,-0.1735886,-0.952062615,0.347563835,0.588758451630696
ENSG00000006715,VPS41,1.103757707,4.729816821,3.58e-05,0.000639932809773124
ENSG00000006740,ARHGAP44,-0.189621403,-0.237880458,0.813354466,0.911390325163751
ENSG00000006744,ELAC2,0.242130156,1.283672385,0.207651231,0.434010352722681
ENSG00000006747,SCIN,-2.157305577,-2.046490595,0.048240778,0.164554923970368
ENSG00000006756,ARSD,3.594230147,5.38190596,4.98e-06,0.00012848274559194
ENSG00000006757,PNPLA4,-0.073164531,-0.09550156,0.924458621,0.966174096001122
ENSG00000006831,ADIPOR2,1.081355305,2.138715646,0.039480987,0.14310784037856
ENSG00000006837,CDKL3,0.07563621,0.201243477,0.841667767,0.924898154359813
ENSG00000007038,PRSS21,-0.241112348,-0.21571189,0.830458691,0.919987000155996
ENSG00000007047,MARK4,-0.163620512,-0.438302511,0.663847932,0.823877673998546
ENSG00000007080,CCDC124,0.159606773,0.729743021,0.470380753,0.693718482736141
ENSG00000007129,CEACAM21,-0.518539464,-1.456475242,0.154132976,0.358996064112665
ENSG00000007168,PAFAH1B1,-0.375948929,-2.348642556,0.02458983,0.102030112932955
ENSG00000007171,NOS2,-0.979942369,-1.196752776,0.239409249,0.473652739709802
ENSG00000007202,KIAA0100,0.208620939,1.12745151,0.267186155,0.505150750823719
ENSG00000007237,GAS7,5.614347113,6.067959971,6.17e-07,2.36689981273408e-05
ENSG00000007255,TRAPPC6A,-0.662731757,-2.866574442,0.006964106,0.0396938540372844
ENSG00000007264,MATK,3.733016682,9.478647897,3.22e-11,2.12779677419355e-08
ENSG00000007312,CD79B,0.487865807,1.598311664,0.118921781,0.303023747262156
ENSG00000007314,SCN4A,0.713899529,0.558203117,0.580242708,0.772613120143646
ENSG00000007341,ST7L,-0.436232513,-2.097915839,0.04316624,0.152143913695802
ENSG00000007350,TKTL1,1.392502694,1.883662237,0.067901308,0.208133816307048
ENSG00000007372,PAX6,0.841147291,1.03248481,0.308894144,0.550282332362814
ENSG00000007376,RPUSD1,0.69258879,4.502604008,7.08e-05,0.00109376923076923
ENSG00000007384,RHBDF1,0.119084344,0.117329329,0.907266679,0.958064030486107
ENSG00000007392,LUC7L,0.253307554,1.513689981,0.139041554,0.335642968853406
ENSG00000007402,CACNA2D2,0.899125053,1.410752111,0.167103539,0.37773283431432
ENSG00000007516,BAIAP3,-0.411019279,-0.635617979,0.529140547,0.737377150020068
ENSG00000007520,TSR3,-0.106720038,-0.598335938,0.553450508,0.754974557685623
ENSG00000007541,PIGQ,0.086681633,0.342797766,0.733791397,0.866318112291667
ENSG00000007545,CRAMP1L,1.033435604,3.067103008,0.004141349,0.0268900848811411
ENSG00000007866,TEAD3,-0.303660459,-0.25339036,0.80144219,0.904697374891167
ENSG00000007923,DNAJC11,0.720868448,0.834831705,0.409448546,0.643456424985425
ENSG00000007944,MYLIP,-0.036373076,-0.159079875,0.874516106,0.941132778114526
ENSG00000007968,E2F2,-1.414215669,-1.816598644,0.077810709,0.228687571573171
ENSG00000008018,PSMB1,-0.059256425,-0.483041949,0.632059867,0.803113323368999
ENSG00000008056,SYN1,-1.013157678,-0.758051494,0.453470783,0.679741620792844
ENSG00000008083,JARID2,1.173464516,4.678297684,4.18e-05,0.000723814877430262
ENSG00000008086,CDKL5,-0.084629749,-0.147179645,0.883830848,0.946077212693594
ENSG00000008128,CDK11A,0.009969453,0.026625097,0.978909283,0.990126623475781
ENSG00000008130,NADK,0.733448076,3.542276472,0.001141401,0.00991165726367105
ENSG00000008197,TFAP2D,-1.561369252,-1.715530625,0.095048152,0.261807367718166
ENSG00000008226,DLEC1,-0.982065943,-1.14585283,0.259594256,0.496434027367905
ENSG00000008256,CYTH3,1.741697465,3.318243876,0.00211504,0.0160706952522255
ENSG00000008277,ADAM22,-0.302378848,-0.528883219,0.600209209,0.785322651715417
ENSG00000008282,SYPL1,-0.837406517,-2.238922664,0.031587086,0.121753362555974
ENSG00000008283,CYB561,-1.179020807,-3.031573553,0.004546017,0.0287157441396855
ENSG00000008294,SPAG9,0.147546823,0.782822211,0.438971866,0.667400091333309
ENSG00000008300,CELSR3,-0.65693691,-0.790298686,0.434650846,0.66428854586989
ENSG00000008311,AASS,1.57946917,1.052354021,0.299815148,0.541406321119534
ENSG00000008323,PLEKHG6,-0.201032891,-0.200003742,0.842629819,0.925537364193834
ENSG00000008324,SS18L2,-0.59424438,-3.953495865,0.000355067,0.00399589116968698
ENSG00000008382,MPND,0.525296344,2.028325793,0.050154326,0.168787804848037
ENSG00000008394,MGST1,0.821913761,0.567287659,0.574122739,0.768736800340872
ENSG00000008405,CRY1,0.523208261,1.86135868,0.071069683,0.215014393184906
ENSG00000008438,PGLYRP1,0.553496616,0.725480522,0.472958066,0.695880027234432
ENSG00000008441,NFIX,1.04905579,0.971878886,0.337748903,0.580240378895924
ENSG00000008513,ST3GAL1,-0.608309426,-3.078096012,0.004023209,0.0263392254282518
ENSG00000008516,MMP25,1.417634331,2.490593801,0.017622647,0.0801153847747448
ENSG00000008517,IL32,-2.800599271,-6.737892019,8.16e-08,4.85923255813954e-06
ENSG00000008710,PKD1,-0.407071614,-1.624465047,0.113207818,0.292921832983453
ENSG00000008838,MED24,0.300051525,1.523481447,0.136581856,0.33158086278265
ENSG00000008853,RHOBTB2,2.51725429,5.156231945,9.88e-06,0.000225380623608018
ENSG00000008869,HEATR5B,-0.252062964,-0.847701786,0.402337213,0.637310302964981
ENSG00000008952,SEC62,-0.622804922,-4.590693018,5.44e-05,0.000890083067092652
ENSG00000008988,RPS20,-1.58483638,-6.935636418,4.51e-08,3.18577068965517e-06
ENSG00000009307,CSDE1,-0.394521831,-2.297075336,0.027682871,0.110706980756245
ENSG00000009335,UBE3C,-0.485676701,-2.374830704,0.023141708,0.0976872833989285
ENSG00000009413,REV3L,0.157383283,0.52825302,0.600641907,0.785487072692308
ENSG00000009694,TENM1,-0.445553848,-0.566120111,0.574907491,0.769284731408649
ENSG00000009724,MASP2,2.450359595,2.325726402,0.025923656,0.105824305960351
ENSG00000009780,FAM76A,-0.2514302,-0.651388147,0.519030575,0.730193072513907
ENSG00000009790,TRAF3IP3,-0.364016697,-2.05894888,0.046965634,0.161505961472218
ENSG00000009830,POMT2,0.738916447,0.798343182,0.430030268,0.660209101399985
ENSG00000009844,VTA1,0.635704819,2.357038652,0.02411687,0.100576971081026
ENSG00000009950,MLXIPL,0.801967726,1.116724944,0.271684471,0.51077977133214
ENSG00000009954,BAZ1B,0.07516791,0.356230786,0.723796235,0.860236993082903
ENSG00000010017,RANBP9,-1.020652127,-3.676298392,0.000783751,0.00744672506261596
ENSG00000010030,ETV7,-0.559239472,-0.368799205,0.714488643,0.85532374075824
ENSG00000010072,SPRTN,1.122337351,1.312356997,0.197901654,0.420188150158566
ENSG00000010165,METTL13,0.321393147,0.912615905,0.367659276,0.608602312005494
ENSG00000010219,DYRK4,-0.230244978,-0.7488641,0.458919288,0.684353324210526
ENSG00000010244,ZNF207,0.692815765,2.822234991,0.00779516,0.0433334742469471
ENSG00000010256,UQCRC1,0.045710577,0.244306524,0.808413326,0.908499335574328
ENSG00000010270,STARD3NL,1.492653345,6.548970142,1.44e-07,7.48690355329949e-06
ENSG00000010278,CD9,1.715027125,1.375051452,0.177813742,0.392229038979757
ENSG00000010292,NCAPD2,0.579500822,2.263719109,0.029865703,0.116733242883992
ENSG00000010295,IFFO1,0.52547776,2.331188798,0.025599927,0.104966874418535
ENSG00000010310,GIPR,1.120219738,1.639047668,0.110121031,0.288016314793183
ENSG00000010318,PHF7,-0.388530466,-1.482232981,0.147185238,0.349049502249363
ENSG00000010319,SEMA3G,-3.471266015,-2.577331043,0.014306926,0.0684600278229386
ENSG00000010322,NISCH,0.254467867,1.695334161,0.098850705,0.268749690120754
ENSG00000010327,STAB1,2.808727504,2.06953472,0.045905478,0.158954313189655
ENSG00000010361,FUZ,-0.077409156,-0.201369584,0.841569921,0.924869089682672
ENSG00000010379,SLC6A13,1.028559634,0.977218999,0.335136035,0.577397954329268
ENSG00000010404,IDS,0.431164081,1.782233038,0.083348098,0.239263703409473
ENSG00000010438,PRSS3,2.030217641,1.874249151,0.069223422,0.211112371545333
ENSG00000010539,ZNF200,0.136717938,0.214285207,0.831562424,0.920257298254821
ENSG00000010610,CD4,-8.818547336,-8.156598664,1.27e-09,2.601595e-07
ENSG00000010626,LRRC23,-0.194428166,-0.646184277,0.522355145,0.732606130721964
ENSG00000010671,BTK,2.411072345,1.765585292,0.086148126,0.244627718479346
ENSG00000010704,HFE,-3.964808199,-3.049498338,0.004337404,0.0278183221477771
ENSG00000010803,SCMH1,-0.670494598,-1.809784226,0.078883208,0.230846073697143
ENSG00000010810,FYN,0.427696123,1.63869809,0.110194208,0.288100765507274
ENSG00000010818,HIVEP2,-2.254517315,-6.3858896,2.35e-07,1.09908105022831e-05
ENSG00000011007,TCEB3,0.620599484,1.837886694,0.074539713,0.221972091990842
ENSG00000011009,LYPLA2,-0.322312293,-2.069892902,0.045869977,0.158885099567974
ENSG00000011021,CLCN6,0.979455612,2.826025453,0.007720645,0.0429700115987503
ENSG00000011028,MRC2,-2.276311489,-1.650765017,0.1076913,0.284210853266778
ENSG00000011105,TSPAN9,1.178263619,1.205799184,0.235945884,0.469208817634184
ENSG00000011114,BTBD7,0.413805526,1.801717651,0.080168965,0.233640809222507
ENSG00000011132,APBA3,-0.824518285,-4.879076907,2.29e-05,0.00044047558685446
ENSG00000011143,MKS1,-0.12169773,-0.312145211,0.756773621,0.878934470576498
ENSG00000011198,ABHD5,1.127238926,1.476036738,0.148833346,0.351254501795669
ENSG00000011243,AKAP8L,0.220443989,1.814810059,0.078091003,0.229116900093813
ENSG00000011258,MBTD1,0.366718894,1.007079761,0.320776337,0.562594457486729
ENSG00000011260,UTP18,-0.445756093,-2.343964826,0.024856951,0.102784546070852
ENSG00000011275,RNF216,-0.235402405,-1.357314487,0.183329451,0.399734305879191
ENSG00000011295,TTC19,0.236533976,1.224080784,0.229060001,0.46057068320426
ENSG00000011304,PTBP1,-0.078469277,-0.60391053,0.549779544,0.752486132072755
ENSG00000011376,LARS2,0.27859873,0.748901364,0.458897112,0.684353324210526
ENSG00000011405,PIK3C2A,0.8955908,2.503471921,0.01708953,0.0783174545973154
ENSG00000011422,PLAUR,-1.139143747,-1.358146943,0.183067656,0.399376031220447
ENSG00000011426,ANLN,2.386484913,2.039919886,0.04892545,0.166208597553897
ENSG00000011451,WIZ,0.406279903,0.95799373,0.344606515,0.586241440341937
ENSG00000011454,RABGAP1,0.361906212,0.817757402,0.419002422,0.651924378541002
ENSG00000011478,QPCTL,0.872664674,1.711300104,0.095834389,0.263335675206573
ENSG00000011485,PPP5C,1.069373362,3.534282758,0.0011671,0.0100707849620893
ENSG00000011523,CEP68,-1.053303698,-2.331801028,0.025563871,0.104945069626253
ENSG00000011566,MAP4K3,0.347125438,0.706802182,0.484346989,0.704676709493253
ENSG00000011590,ZBTB32,-6.309413118,-6.277824117,3.27e-07,1.43132371794872e-05
ENSG00000011600,TYROBP,8.763204233,7.902028954,2.64e-09,4.03585074626866e-07
ENSG00000011638,TMEM159,-0.023542296,-0.023024802,0.98176065,0.991733661188915
ENSG00000012048,BRCA1,2.30799451,1.899905891,0.065670731,0.2033742655548
ENSG00000012061,ERCC1,0.223606103,1.153493139,0.256488263,0.493255920724277
ENSG00000012124,CD22,2.104049169,1.766325804,0.086021914,0.244303189836407
ENSG00000012174,MBTPS2,0.413292192,0.795311064,0.431768346,0.661835870084556
ENSG00000012211,PRICKLE3,0.715468642,0.790964956,0.434267023,0.66409758689991
ENSG00000012232,EXTL3,2.183874676,3.27919669,0.002351306,0.0174206736690778
ENSG00000012660,ELOVL5,-0.926922564,-3.953354414,0.000355212,0.00399589116968698
ENSG00000012779,ALOX5,-1.991017551,-1.778596032,0.083953165,0.240490016098993
ENSG00000012817,KDM5D,-1.029314325,-5.332198334,5.79e-06,0.000144820695970696
ENSG00000012822,CALCOCO1,0.626490007,3.041387972,0.004430648,0.0281467139488372
ENSG00000012963,UBR7,0.17771428,0.806673555,0.425276981,0.656684095213688
ENSG00000012983,MAP4K5,0.924147328,4.477540348,7.62e-05,0.00115626444444444
ENSG00000013016,EHD3,0.692961976,0.80422611,0.426670156,0.657811255035749
ENSG00000013275,PSMC4,0.32474551,1.979061069,0.055681555,0.181405534753538
ENSG00000013288,MAN2B2,0.102340596,0.381902066,0.704832232,0.84932283956
ENSG00000013306,SLC25A39,0.190776239,0.883272736,0.383087832,0.621933288834998
ENSG00000013364,MVP,-0.327776757,-2.137682831,0.039570729,0.143292625696482
ENSG00000013374,NUB1,0.41802717,3.377980198,0.001796988,0.0141255944666155
ENSG00000013375,PGM3,-1.105934119,-1.513915293,0.138984556,0.335584468371051
ENSG00000013392,RWDD2A,-1.439980241,-1.182923132,0.244775899,0.479765815759591
ENSG00000013441,CLK1,0.097901136,0.563946928,0.576369575,0.770033962295376
ENSG00000013503,POLR3B,0.633829109,1.027267306,0.311309338,0.552814330994712
ENSG00000013523,ANGEL1,0.865523878,1.15025124,0.25780288,0.494836172364871
ENSG00000013561,RNF14,0.728308985,3.230000077,0.002684972,0.0192717769516468
ENSG00000013563,DNASE1L1,-0.109129144,-0.172631803,0.863930642,0.935680842814433
ENSG00000013573,DDX11,-0.033194684,-0.087010938,0.931156412,0.96904791200061
ENSG00000013583,HEBP1,-0.247861222,-0.850337054,0.400890685,0.636262933464399
ENSG00000013619,MAMLD1,-3.747018045,-2.625864415,0.012712137,0.0625501728571429
ENSG00000013725,CD6,-6.023596126,-4.225254471,0.000160821,0.00212817712209302
ENSG00000013810,TACC3,-2.864197879,-8.657704401,3.07e-10,8.43982e-08
ENSG00000014123,UFL1,-0.029491489,-0.170066868,0.865932232,0.936496118442696
ENSG00000014138,POLA2,0.296739474,1.203206395,0.236934718,0.470721336265154
ENSG00000014164,ZC3H3,-0.211870868,-1.124134068,0.268571624,0.506806259202284
ENSG00000014216,CAPN1,0.092913775,0.562953072,0.577038835,0.770425636119077
ENSG00000014257,ACPP,2.893883071,2.169629256,0.036876995,0.136407591653124
ENSG00000014641,MDH1,-0.219737211,-0.992079885,0.327936407,0.56988270252757
ENSG00000014824,SLC30A9,-0.276997143,-1.261123036,0.21556733,0.443764119691488
ENSG00000014914,MTMR11,0.877950712,0.751903463,0.457112596,0.682965779393917
ENSG00000014919,COX15,0.400892104,1.639000438,0.110130915,0.288016314793183
ENSG00000015133,CCDC88C,-0.125504748,-0.623828805,0.536766105,0.743538116553181
ENSG00000015153,YAF2,0.708589267,3.446396021,0.001488992,0.0121959220791683
ENSG00000015171,ZMYND11,0.884365924,1.285730014,0.206939977,0.432804720931087
ENSG00000015285,WAS,-0.111963554,-0.543157494,0.590448068,0.7790440842519
ENSG00000015475,BID,1.158507094,4.79423395,2.95e-05,0.000542466337522442
ENSG00000015479,MATR3,-0.125902134,-0.336767701,0.738293687,0.869142358381415
ENSG00000015532,XYLT2,-0.227052592,-0.486590508,0.629567637,0.801634326451081
ENSG00000015676,NUDCD3,-0.411673473,-2.758838391,0.009145328,0.048901603779692
ENSG00000016391,CHDH,-3.961437127,-1.899251966,0.065759296,0.20351702350204
ENSG00000016402,IL20RA,-0.210373582,-0.257398639,0.798371347,0.902424380251338
ENSG00000016864,GLT8D1,0.361233176,1.899326929,0.065749138,0.20351633302055
ENSG00000017260,ATP2C1,0.012091162,0.057309994,0.954622681,0.980210683159926
ENSG00000017427,IGF1,0.556211663,1.129440721,0.26635786,0.504143099149958
ENSG00000017483,SLC38A5,-0.581775717,-1.089732702,0.283242527,0.523477369685583
ENSG00000017797,RALBP1,0.432291835,1.600356228,0.118466747,0.302419452650137
ENSG00000018189,RUFY3,0.677137908,2.416215114,0.021010184,0.0911464674375265
ENSG00000018280,SLC11A1,0.437899577,0.653134445,0.517917485,0.729446976419044
ENSG00000018408,WWTR1,-0.558772935,-0.68830159,0.49577884,0.713404716029784
ENSG00000018510,AGPS,0.496425641,2.222377235,0.032784513,0.125113793701565
ENSG00000018610,CXorf56,0.322111044,1.525842345,0.135994049,0.330600295806241
ENSG00000018625,ATP1A2,0.41739615,0.66391044,0.511077467,0.724477331084008
ENSG00000018699,TTC27,-0.34333533,-0.788415015,0.43573709,0.665132212269002
ENSG00000018869,ZNF582,1.362260984,1.669788484,0.10384097,0.277262558118728
ENSG00000019102,VSIG2,-3.674456662,-3.414481522,0.001625771,0.0130603603666667
ENSG00000019144,PHLDB1,-0.625028357,-0.636342111,0.52867404,0.736959724685969
ENSG00000019169,MARCO,2.436696694,1.812260382,0.078492051,0.229964196901459
ENSG00000019186,CYP24A1,-2.743379601,-1.905669598,0.064894543,0.201845646326856
ENSG00000019485,PRDM11,1.512657401,3.211840363,0.002819177,0.0199968285474377
